Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unita,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Emissioni di CO2,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Per neopatentati,Veicolo per non fumatori,Anno,Tagliandi certificati
Altro,56fdd0c2-f025-4782-ba53-f80438d1fba7,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Nero,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Vari colori,,Metallizzato,1320,24 mese,1,,,2020,
Altro,653af5f6-2dc4-4907-809c-8592962cd593,Benzina,Manuale,KM0,Suzuki,SX4 S-Cross,5,,1373,5,4,Bianco,5,Euro 6d-TEMP,135 g CO2/km (comb.),"5,9 l/100 km (comb.)
7,5 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,,,1290,,1,,,2020,
Altro,741ed36d-a2a6-4f15-a298-7fe4cf23a3ca,Benzina,Automatico,KM0,Audi,TT,2,4x4,1984,2,4,Nero,7,Euro 6,161 g CO2/km (comb.),"7,1 l/100 km (comb.)
9 l/100 km (urbano)
6 l/100 km (extraurbano)",Nero Mito Metallizzato,,Metallizzato,,,1,,Sì,2020,
Altro,3f3f0eaf-f05f-9433-e053-0100007f781a,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Rosso,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,"Pelle parziale, Nero",,1320,,1,,,2020,
Altro,3c48fd4f-c258-4f62-a19c-110ba79cd279,Benzina,Automatico,KM0,Volkswagen,T-Cross,5,anteriore,999,5,3,Argento,7,Euro 6,114 g CO2/km (comb.),"4,9 l/100 km (comb.)
5,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Argento Riflesso metallizzato,,Metallizzato,,,1,,,2020,
Altro,cbff944a-2ee9-4dd9-950f-aa6eef72d9eb,Benzina,Automatico,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Argento,7,Euro 6,108 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Argento Riflesso metallizzato,,Metallizzato,,,1,,,2020,
Altro,299eef54-c812-4925-9d1e-8a2465e2dc60,Benzina,Manuale,KM0,Volkswagen,T-Roc,5,anteriore,1498,5,4,Arancione,6,Euro 6,120 g CO2/km (comb.),"5,4 l/100 km (comb.)
6,6 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Energetic Orange metallizzato,,Metallizzato,,,1,,,2020,
Altro,fc39d5a0-2e59-412b-b1f9-2f62c020be6f,Benzina,Manuale,KM0,Volkswagen,up!,5,anteriore,999,4,3,Nero,5,Euro 6,100 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Teal blue Nero,,,,,1,,,2020,
Altro,cc7ff962-5718-4a5c-b0a0-63b9a591cd84,Benzina,Manuale,KM0,Volkswagen,up!,5,anteriore,999,4,3,Nero,5,Euro 6,100 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Teal blue Nero,,,,,1,,,2020,
Altro,27c2e124-69aa-4c40-909d-d8ea4cafc12b,Benzina,Automatico,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Grigio,7,Euro 6,108 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",White Silver metallizzato,,Metallizzato,,,1,,,2020,
Altro,f1919e86-7746-4dac-8c26-6954a87cc763,Benzina,Manuale,KM0,Volkswagen,up!,5,anteriore,999,4,3,Nero,5,Euro 6,100 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Teal blue Nero,,,,,1,,,2020,
Altro,056b3d77-3c79-4694-8d51-0309a4a15277,Benzina,Manuale,KM0,MINI,One,,,1499,,,Bianco,,,,,Bianco,Nero,,,,,,,2019,
Altro,aa705df5-d094-4a48-8e87-667d749de18c,Benzina,Automatico,KM0,Jeep,Renegade,5,anteriore,1332,5,4,Grigio,6,Euro 6d-TEMP,127 g CO2/km (comb.),"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",granite cristall,"Stoffa, Altro",Metallizzato,1320,24 mese,1,,,2020,
Altro,5baa722a-2de9-4806-8df7-d01c955a40d2,Benzina,Automatico,KM0,Jeep,Compass,5,4x4,1368,5,4,Grigio,9,Euro 6d-TEMP,184 g CO2/km (comb.),"7,9 l/100 km (comb.)
10,1 l/100 km (urbano)
6,9 l/100 km (extraurbano)",GRANITE CRISTAL,"Pelle parziale, Altro",Metallizzato,1615,24 mese,1,,,2020,
Altro,7468e5df-1774-4dd1-9d4b-579b46548274,Benzina,Automatico,KM0,Jeep,Compass,5,anteriore,1332,5,4,Bianco,6,Euro 6d-TEMP,125 g CO2/km (comb.),"5,5 l/100 km (comb.)
6,6 l/100 km (urbano)
5 l/100 km (extraurbano)",ALPHINE WHITE,"Pelle parziale, Nero",,1505,24 mese,1,,,2020,
Altro,175703ba-a2b3-4c90-92f7-48fd73bb8e9f,Benzina,Manuale,KM0,Jeep,Compass,5,anteriore,1332,5,4,Grigio,6,Euro 6d-TEMP,125 g CO2/km (comb.),"5,5 l/100 km (comb.)
6,6 l/100 km (urbano)
5 l/100 km (extraurbano)",GRANITE CRISTAL,"Pelle parziale, Nero",Metallizzato,1505,24 mese,1,,,2020,
Altro,f195bd4f-b837-4d64-80f0-ac5caf32302d,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Bianco,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,"Pelle totale, Nero",Metallizzato,1320,,1,,Sì,2020,
Altro,5413bf35-4b96-471b-8990-a74a70ec29a5,Benzina,Manuale,KM0,Jeep,Compass,5,anteriore,1332,5,4,Grigio,6,Euro 6d-TEMP,132 g CO2/km (comb.),"5,7 l/100 km (comb.)
7,6 l/100 km (urbano)
4,8 l/100 km (extraurbano)",granite cristall,"Stoffa, Altro",Metallizzato,1505,24 mese,1,,,2020,
Altro,d6599176-c539-4598-a41c-6264bf0993da,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Nero,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",Nero,"Alcantara, Nero",,1320,,1,,,2020,
Altro,3697afb0-cca9-4647-a392-83367bcf3e6d,Benzina,Automatico,KM0,Audi,TT,2,anteriore,1984,2,4,Grigio,,Euro 6,143 g CO2/km (comb.),"6,3 l/100 km (comb.)
8,3 l/100 km (urbano)
5,1 l/100 km (extraurbano)",Grigio Daytona Perlato Nero,,,,48 mese,1,,Sì,2020,
Altro,f2fc2499-a970-49b0-b237-b43a03b3bd57,Benzina,Manuale,KM0,Hyundai,Kona,5,,998,5,3,Nero,6,Euro 6d-TEMP,125 g CO2/km (comb.),"5,5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,,,1298,,1,,,2020,
Altro,d14b33a8-2577-455c-bd9b-d3a851c9f794,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Nero,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1320,,1,,,2020,
Altro,36c2aa7d-7017-47c0-8fee-e93e21c78c03,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Bianco,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Nero",,1320,,1,,Sì,2020,Sì
Altro,c86492e5-5eaf-44ea-be42-3281206ef7d1,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Argento,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Nero",,1320,24 mese,1,,,2020,
Altro,c2b9da42-6c36-4445-bfab-bda3c939d651,Benzina,Manuale,KM0,Hyundai,Kona,5,,998,5,3,Grigio,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,9 l/100 km (extraurbano)",GALAXY GREY,,,1298,,1,,,2020,
Altro,3b2a2afe-ee96-4c53-b2fb-8ec5e9e269de,Benzina,Automatico,KM0,Porsche,911,2,4x4,2981,4,6,Grigio,8,,,,Grigio,,Base,,,,,,2020,
Altro,ae573b84-e82f-4910-9d90-75678579b0dc,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Grigio,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",bianco,"Pelle parziale, Nero",Metallizzato,1320,,1,,,2019,
Altro,048e0caa-b85f-47d4-934c-bc568ed6cb30,Benzina,Manuale,KM0,Citroen,C5,,,1598,,,Grigio,,Euro 6,,,Grigio,,,,,,,,2020,
Altro,ed32e1a0-f6d6-4689-9b2f-bdd7820dde03,Benzina,Automatico,KM0,Alfa Romeo,Stelvio,5,4x4,1995,5,4,Bianco,8,Euro 6d-TEMP,160 g CO2/km (comb.),"7 l/100 km (comb.)
9 l/100 km (urbano)
6 l/100 km (extraurbano)",,"Pelle totale, Nero",,1735,,1,,,2020,
Altro,dd59a76b-b871-46d8-b17a-6d87def1ab7c,Benzina,Manuale,KM0,Jeep,Compass,5,anteriore,1368,5,4,Grigio,6,Euro 6d-TEMP,,,Grigio,"Stoffa, Nero",Metallizzato,,24 mese,,,,2020,
Altro,0fee352f-f46e-430a-8936-b889f21659c5,Benzina,Semiautomatico,KM0,Nissan,Juke,5,anteriore,999,5,3,Bianco,7,Euro 6d-TEMP,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,9 l/100 km (urbano)
4,1 l/100 km (extraurbano)",,Stoffa,Metallizzato,1207,36 mese,1,,,2020,
Altro,4c8051b8-81be-4cdd-b3cd-44e671e90c17,Benzina,Manuale,KM0,Jeep,Renegade,5,,999,5,3,Blu/Azzurro,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",BLUE SHADE,Stoffa,Metallizzato,1320,,1,,,2020,
Altro,297de6bf-a165-4eab-a31e-03ca98024309,Benzina,Automatico,KM0,Audi,RS5,5,4x4,2894,5,6,Rosso,8,,206 g CO2/km (comb.),"9,1 l/100 km (comb.)
12,4 l/100 km (urbano)
7,1 l/100 km (extraurbano)",Rosso misano,"Pelle totale, Nero",,,,1,,,2019,
Altro,35756e1f-6c35-4557-a07e-c902d2efa917,Benzina,Manuale,KM0,Volkswagen,T-Roc,5,,999,5,3,Blu/Azzurro,6,Euro 6d-TEMP,123 g CO2/km (comb.),"5,2 l/100 km (comb.)
5,8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",PETROL BLU TETTO NERO,"Stoffa, Nero",Metallizzato,1270,,1,,,2020,
Altro,d49f0e92-bc2b-4e5f-a3c9-85baad4714de,Benzina,Automatico,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Argento,7,Euro 6,108 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",White Silver metallizzato,,Metallizzato,,12 mese,1,,,2020,
Altro,1083b934-37d5-43cf-99af-4be354f1b976,Benzina,Automatico,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Grigio,7,Euro 6,108 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Limestone Grey metallizzato,,Metallizzato,,24 mese,1,,,2020,
Altro,3bb04ac2-cc15-4c56-a808-e43c322ab7a2,Benzina,Automatico,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Argento,7,Euro 6,108 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",White Silver metallizzato,,Metallizzato,,24 mese,1,,,2020,
Altro,f6a4a1a9-6e5d-4184-9d37-5132cbc0835f,Benzina,Automatico,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Grigio,7,Euro 6,108 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Limestone Grey metallizzato,,Metallizzato,,24 mese,1,,,2020,
Altro,670a8f5a-144a-4fa8-959b-5408e6aae109,Benzina,Manuale,KM0,Honda,HR-V,5,anteriore,1498,5,4,Grigio,6,Euro 6d-TEMP,135 g CO2/km (comb.),"5,9 l/100 km (comb.)
7,3 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,"Pelle parziale, Rosso",Metallizzato,1416,36 mese,1,,,2020,
Altro,d62b56ae-358e-9e44-e053-0100007fcfe4,Benzina,Manuale,KM0,Fiat,500X,5,,999,5,3,Beige,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,,,1320,,1,,,2020,
Altro,c9da15e8-dce1-45dc-a512-ba7c97ee1900,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Grigio,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",MATT GRIGIO MODA OPACO,"Pelle parziale, Nero",,1320,,1,,,2020,
Altro,338c1a96-c2f9-4213-8fd4-7fe6347a01d9,Benzina,Manuale,KM0,Nissan,Qashqai,5,,1332,5,4,Bianco,6,Euro 6d-TEMP,130 g CO2/km (comb.),"5,7 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",WHITE PEARL,,Metallizzato,1375,,1,,,2020,
Altro,f13bdb9e-ea48-4536-bdaa-0d6f84511dc5,Benzina,Manuale,KM0,Nissan,Qashqai,5,,1332,5,4,Bianco,6,Euro 6d-TEMP,130 g CO2/km (comb.),"5,7 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",WHITE PEARL,,Metallizzato,1375,,1,,,2020,
Altro,0eb21783-562d-453c-acb1-a25bcb4caba4,Benzina,Manuale,KM0,Nissan,Qashqai,5,,1332,5,4,Nero,6,Euro 6d-TEMP,130 g CO2/km (comb.),"5,7 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,,,1375,,1,,,2020,
Altro,a48f64b1-ce66-4ff6-96f3-03dbfa20b937,Benzina,Manuale,KM0,Nissan,Qashqai,5,,1332,5,4,Nero,6,Euro 6d-TEMP,130 g CO2/km (comb.),"5,7 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",BLACK METALLIC,,Metallizzato,1375,,1,,,2020,
Altro,4d0cc8d0-dacc-401a-9458-d13d625ce3d3,Benzina,Automatico,KM0,Jeep,Renegade,5,anteriore,1332,5,4,Bianco,6,Euro 6d-TEMP,127 g CO2/km (comb.),"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",ALPINE WHITE,"Pelle totale, Nero",,1320,,1,,,2020,
Altro,a19449c5-ac09-41f9-b88a-40f7eb487743,Benzina,Automatico,KM0,Jeep,Renegade,5,anteriore,1332,5,4,Blu/Azzurro,6,Euro 6d-TEMP,127 g CO2/km (comb.),"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",JET SET BLUE,"Pelle totale, Nero",Metallizzato,1320,,1,,,2020,
Altro,dd246d52-fc04-4f2a-b548-7b4f6e05e82d,Benzina,Manuale,KM0,Renault,Captur,5,,1333,,4,Nero,,,,,Nero,,Metallizzato,,Sì,,,,2019,
Altro,eca6ac07-23cf-47c9-9f8e-0b430bb17680,Benzina,Manuale,KM0,Opel,Combo,,,1199,,,Bianco,,,,,Bianco,,,,,,,,2020,
Altro,0e4d9f2e-343d-4f87-a2f4-39d9a80a22b5,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Bianco,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Nero",,1320,,1,,,2020,
Altro,ed4cd85b-01fb-4f3a-a0d2-aad8076bc893,Benzina,Automatico,KM0,smart,forTwo,,posteriore,898,,,Nero,,,,,Nero,,,,,,,,2019,
Altro,024d9e79-47b4-4632-9055-f97248110287,Benzina,Automatico,KM0,smart,forTwo,,posteriore,898,,,Nero,,,,,Nero,,,,,,,,2019,
Altro,10b11587-e519-4207-88b5-9a87c548afb1,Benzina,Automatico,KM0,Suzuki,Vitara,5,anteriore,998,5,3,Bronzo,6,Euro 6d-TEMP,129 g CO2/km (comb.),"5,7 l/100 km (comb.)
6,6 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,,Metallizzato,1205,24 mese,1,,,2020,
Altro,22e1e0f4-eb2a-4ec0-868d-eed3e4fb6cc7,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Argento,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,"Stoffa, Grigio",Metallizzato,1320,,1,,,2020,
Altro,5952879f-3952-401b-8715-8c6c48efedd0,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,1598,5,4,Blu/Azzurro,5,Euro 6d-TEMP,154 g CO2/km (comb.),"6,7 l/100 km (comb.)
8,4 l/100 km (urbano)
5,8 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1275,,1,,,2019,
Altro,bd7e549c-715f-48dd-9dcf-89910b43c689,Benzina,Manuale,KM0,Fiat,500L,,,1368,,,Bianco,,,,,Bianco,,,,,,,,2020,
Altro,ab0edbfe-4a01-44bc-84bd-526c7a32e596,Benzina,Manuale,KM0,Mazda,CX-3,5,anteriore,1998,5,4,Rosso,6,Euro 6d-TEMP,141 g CO2/km (comb.),"6,2 l/100 km (comb.)
7,5 l/100 km (urbano)
5,4 l/100 km (extraurbano)",SOUL RED CRYSTAL,"Pelle parziale, Nero",Metallizzato,1230,,1,,,2020,
Altro,154e580f-f745-40ce-a73f-aa6f47727044,Benzina,Manuale,KM0,Fiat,Panda,5,4x4,875,4,2,Bianco,6,Euro 6,116 g CO2/km (comb.),"5,1 l/100 km (comb.)
6,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Bianco,Grigio,Base,,,,,,2020,
Altro,54fceaca-0d4c-4e40-8479-42fab554e4d4,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Grigio,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",GRIGIO MODA,"Pelle parziale, Nero",,1320,,1,,,2020,
Altro,c6a66872-8a8d-4247-bf2c-c5e0525408f1,Benzina,Manuale,KM0,Peugeot,3008,,anteriore,1199,,,Bianco,,Euro 6,,,Bianco,,,,,,,,2020,
Altro,240d1505-f64d-41a7-807a-efee2a2f2840,Benzina,Manuale,KM0,Citroen,C1,,anteriore,,,,Blu/Azzurro,,,,,Blu,,,,,,,,2020,
Altro,8ca2a48a-a0d4-41e7-9821-ae145d475f0f,Benzina,Manuale,KM0,Citroen,C1,,anteriore,998,,,Rosso,,Euro 6,,,Rosso,,,,,,,,2020,
Altro,fbb7c302-3405-44db-9899-775da8cb39a7,Benzina,Manuale,KM0,Citroen,C5,,anteriore,1598,,,Grigio,,Euro 6,,,Grigio,,,,,,,,2020,
Altro,2052d220-6be1-4f87-9bee-6a373746a270,Benzina,Manuale,KM0,Peugeot,108,,anteriore,998,,,Grigio,,Euro 6,,,Grigio,,,,,,,,2020,
Altro,002baf42-72fa-41a4-ad6c-e9fe78403cb0,Benzina,Manuale,KM0,Citroen,C3,,anteriore,1199,,,Bianco,,Euro 6,,,Bianco,,,,,,,,2020,
Altro,88da0cc5-1776-43a9-a7c2-d650dda24942,Benzina,Manuale,KM0,Citroen,C5,,anteriore,1199,,,Grigio,,Euro 6,,,Grigio,,,,,,,,2020,
Altro,22749ba0-9fc3-481a-a8d8-02f410805409,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Bianco,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",BIANCO GELATO,"Pelle parziale, Nero",,1320,,1,,,2020,
Altro,7a90430b-9546-4985-9cc9-e2f579561998,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Bianco,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,,,1320,,1,,,2020,
Altro,9c87aebb-5262-40a2-b450-ac53e17b9ff1,Benzina,Automatico,KM0,Jeep,Renegade,5,,1332,5,4,Bianco,6,Euro 6d-TEMP,127 g CO2/km (comb.),"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",alpine white,"Pelle totale, Nero",,1320,24 mese,1,,,2020,
Altro,eec3fd6c-6fba-442a-89d3-6ecfea4c9604,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Nero,6,Euro 6,132 g CO2/km (comb.),"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,,,,,,2020,
Altro,447b221f-ccda-4467-ad2a-813854953c09,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Nero,6,Euro 6,132 g CO2/km (comb.),"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,,,,,,2020,
Altro,016ef98a-6552-48f2-b53b-7164b774ef8e,Benzina,Manuale,KM0,Jeep,Renegade,,anteriore,999,5,,Bianco,,,,,Bianco,,,,,1,,,2020,
Altro,409ba106-7085-46ec-98c3-f3502730c02f,Benzina,Manuale,KM0,Mazda,CX-3,5,anteriore,1998,5,4,Rosso,6,Euro 6d-TEMP,141 g CO2/km (comb.),"6,2 l/100 km (comb.)
7,5 l/100 km (urbano)
5,4 l/100 km (extraurbano)",Soul Red,"Stoffa, Rosso",Metallizzato,1230,24 mese,1,,Sì,2020,
Altro,92fb9727-efc5-4796-8a65-0b9598064291,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Blu/Azzurro,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Bikini,"Stoffa, Nero",Metallizzato,1320,24 mese,1,,Sì,2020,Sì
Altro,3a72a794-9141-4821-8e16-c4d68f6e5861,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Blu/Azzurro,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Blu/tetto nero,Pelle totale,Metallizzato,1320,,1,,,2020,
Altro,8b894577-8b7d-4503-9a57-9969ed2ce6ab,Benzina,Manuale,KM0,Suzuki,Vitara,5,,1373,5,4,Bianco,6,Euro 6d-TEMP,131 g CO2/km (comb.),"5,8 l/100 km (comb.)
6,9 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1195,,1,,,2019,
Altro,ff438b2f-6ead-40d0-a5db-5d41357195cb,Benzina,Manuale,KM0,Fiat,500X,5,,999,5,3,Blu/Azzurro,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,,,1320,,1,,,2020,
Altro,d0f76ad6-9e45-4829-9696-d52669ed4953,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Nero,6,Euro 6,132 g CO2/km (comb.),"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,,,,,,2020,
Altro,bdb55e28-194b-4966-a77f-0794f56330b9,Benzina,Manuale,KM0,Fiat,500L,5,anteriore,1368,5,,Blu/Azzurro,6,Euro 6,156 g CO2/km (comb.),"6,9 l/100 km (comb.)
8,8 l/100 km (urbano)
5,7 l/100 km (extraurbano)",BLU,"Stoffa, Nero",Metallizzato,,,,,,2020,
Altro,112960fd-b793-4580-a635-1a7b11869438,Benzina,Manuale,KM0,Opel,Astra,,anteriore,1199,,,Argento,,,,,Argento,,,,,,,,2020,
Altro,7872ddb4-dead-425e-8500-3ddbb435d82a,Benzina,Manuale,KM0,Fiat,500,,,,,,Bianco,,,,,Bianco,Nero,,,,,,,2020,
Altro,327b638e-c8f7-4fcd-a412-815f9f35dbc8,Benzina,Manuale,KM0,Jeep,Compass,5,anteriore,1368,5,4,Grigio,6,Euro 6d-TEMP,149 g CO2/km (comb.),"6,8 l/100 km (comb.)
8,5 l/100 km (urbano)
5,7 l/100 km (extraurbano)",GRANITE CRYSTAL,"Pelle parziale, Nero",Metallizzato,1505,24 mese,1,,,2020,
Altro,cbcf1123-7a07-45b2-979b-364c2c42fc5f,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Grigio,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,"Pelle totale, Nero",Metallizzato,1320,,1,,Sì,2020,
Altro,c4c1f02d-8971-4320-8f09-6fe2e8b1ade0,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Grigio,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Nero",,1320,,1,,Sì,2020,
Altro,eaaf62eb-003a-41d3-8a88-02375e0ade6d,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Grigio,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1320,,1,,,2020,
Altro,602910bd-66f2-4671-85c3-71eb8bff46fc,Benzina,,KM0,Volkswagen,up!,5,anteriore,999,4,3,Bianco,,Euro 6,100 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Nero perla Bianco,,,,,1,,,2020,
Altro,05d4e96a-ba21-435f-bed5-d5c0ac837fd3,Benzina,Manuale,KM0,Jeep,Renegade,5,,999,5,3,Bianco,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,,,1320,,1,,,2020,
