,Carrozzeria,id_annuncio,Alimentazione,Tipo di veicolo,Anno,Marca,Modello,Porte,Posti a sedere,Tipo di cambio,Tipo di unita,Colore esterno,Emissioni di CO2,Rivestimenti,Colore originale,Tipo di vernice,Marce,Peso a vuoto,Usato Garantito,Per neopatentati,Proprietari,Cilindrata,Classe emissioni,Cilindri,Veicolo per non fumatori,Consumo carburante,Tagliandi certificati,seller,vehicle,country,address,conditional_on_price,price,link_annuncio,vehicle_user_desc,median,discount,variazione_su_mediana,equal_or_lower
2482,SUV/Fuoristrada/Pick-up,9c71af9c-88cb-40e6-aa78-1e832c1a336e,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Grigio,124 g CO2/km (comb.),"Stoffa, Nero",sting grey,,6.0,1320.0,20 mese,,1.0,999.0,Euro 6d,3.0,SÃƒÂ¬,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Gruppo Zago Srl,Jeep Renegade,IT,20813 Bovisio Masciago - Monza Brianza - Mb,12,20700,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-120cv-km0-my20-sos-visibility-benzina-grigio-9c71af9c-88cb-40e6-aa78-1e832c1a336e?cldtidx=20&cldtsrc=listPage,1.0 T3 Limited 120cv KM0 ((MY20)) SOS + Visibility,34950.0,14250.0,13000.0,1
2483,SUV/Fuoristrada/Pick-up,767f59e3-349d-4a36-aad8-09fc74f9f22e,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,124 g CO2/km (comb.),"Stoffa, Nero",bianco alpine,,6.0,1320.0,19 mese,,1.0,999.0,Euro 6d,3.0,SÃƒÂ¬,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Gruppo Zago Srl,Jeep Renegade,IT,20813 Bovisio Masciago - Monza Brianza - Mb,12,21350,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-120cv-km0-my20-function-visibility-benzina-bianco-767f59e3-349d-4a36-aad8-09fc74f9f22e?cldtidx=1&cldtsrc=listPage,1.0 T3 Limited 120cv KM0 MY20 Function+Visibility,34950.0,13600.0,12350.0,1
2484,SUV/Fuoristrada/Pick-up,07b8e9ad-a489-43c6-9f7b-78f65e328209,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Grigio,124 g CO2/km (comb.),"Stoffa, Nero",sting gray,,6.0,1320.0,20 mese,,1.0,999.0,Euro 6d,3.0,SÃƒÂ¬,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Gruppo Zago Srl,Jeep Renegade,IT,20813 Bovisio Masciago - Monza Brianza - Mb,12,21350,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-120cv-km0-my20-function-visibility-benzina-grigio-07b8e9ad-a489-43c6-9f7b-78f65e328209?cldtidx=3&cldtsrc=listPage,1.0 T3 Limited 120cv KM0 MY20 Function+Visibility,34950.0,13600.0,12350.0,1
2485,SUV/Fuoristrada/Pick-up,93367946-f0a5-4edf-a91e-b79650745825,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,132 g CO2/km (comb.),"Stoffa, Grigio",Bianco,Base,6.0,,,,,999.0,Euro 6,3.0,,"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",,Alessandria Auto Srl,Jeep Renegade,IT,15122 Spinetta Marengo - Al,2,21900,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-night-eagle-benzina-bianco-93367946-f0a5-4edf-a91e-b79650745825?cldtidx=16&cldtsrc=listPage,1.0 T3 Night Eagle,34950.0,13050.0,11800.0,1
2486,SUV/Fuoristrada/Pick-up,d5c50a81-6626-474f-8b34-e6417b0fc13c,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Rosso,124 g CO2/km (comb.),"Stoffa, Nero",Rosso,Base,6.0,,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Car Concessionaria Auto Ricambi Srl,Jeep Renegade,IT,40131 Bologna - BO,12,22900,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-benzina-rosso-d5c50a81-6626-474f-8b34-e6417b0fc13c?cldtidx=17&cldtsrc=listPage,1.0 T3 Limited,34950.0,12050.0,10800.0,1
2487,SUV/Fuoristrada/Pick-up,e9fb74d7-445d-49e4-876c-f50ae84e991f,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,124 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1320.0,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Team Beschi Auto Srl,Jeep Renegade,IT,25017 Lonato del Garda - Bs,12,22400,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-full-led-benzina-bianco-e9fb74d7-445d-49e4-876c-f50ae84e991f?cldtidx=1&cldtsrc=listPage,1.0 T3 Limited FULL LED,34950.0,12550.0,11300.0,1
2488,SUV/Fuoristrada/Pick-up,19ede0e4-54db-4c28-a49f-55dc666df5f6,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,124 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1320.0,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Team Beschi Auto Srl,Jeep Renegade,IT,25017 Lonato del Garda - Bs,12,22400,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-full-led-benzina-bianco-19ede0e4-54db-4c28-a49f-55dc666df5f6?cldtidx=2&cldtsrc=listPage,1.0 T3 Limited FULL LED,34950.0,12550.0,11300.0,1
2489,SUV/Fuoristrada/Pick-up,d49be7f5-960d-4f5f-8b69-6bd9cdb09f86,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,124 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1320.0,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Team Beschi Auto Srl,Jeep Renegade,IT,25017 Lonato del Garda - Bs,12,22400,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-full-led-benzina-bianco-d49be7f5-960d-4f5f-8b69-6bd9cdb09f86?cldtidx=3&cldtsrc=listPage,1.0 T3 Limited FULL LED,34950.0,12550.0,11300.0,1
2490,SUV/Fuoristrada/Pick-up,abc7c3bd-80aa-47c8-8d0c-b0dcae14c06a,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,124 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1320.0,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Team Beschi Auto Srl,Jeep Renegade,IT,25017 Lonato del Garda - Bs,12,22400,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-full-led-benzina-bianco-abc7c3bd-80aa-47c8-8d0c-b0dcae14c06a?cldtidx=4&cldtsrc=listPage,1.0 T3 Limited FULL LED,34950.0,12550.0,11300.0,1
2491,SUV/Fuoristrada/Pick-up,5958bde3-a932-44f6-b6b2-bc322a6ddc2d,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,124 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1320.0,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Team Beschi Auto Srl,Jeep Renegade,IT,25017 Lonato del Garda - Bs,12,22400,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-full-led-benzina-bianco-5958bde3-a932-44f6-b6b2-bc322a6ddc2d?cldtidx=5&cldtsrc=listPage,1.0 T3 Limited FULL LED,34950.0,12550.0,11300.0,1
2492,SUV/Fuoristrada/Pick-up,0ddfeb63-e681-438b-92ed-9c4720ef8205,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,124 g CO2/km (comb.),"Stoffa, Nero",VARI COLORI,,6.0,1320.0,24 mese,,1.0,999.0,Euro 6d-TEMP,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Autoalberga Srl,Jeep Renegade,IT,20089 Rozzano - Milano - Mi,2,20900,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-night-eagle-benzina-bianco-0ddfeb63-e681-438b-92ed-9c4720ef8205?cldtidx=7&cldtsrc=listPage,1.0 T3 Night Eagle,34950.0,14050.0,12800.0,1
2493,SUV/Fuoristrada/Pick-up,3d2affd7-de8f-4d66-91a6-d8f1cf3631e9,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Rosso,134 g CO2/km (comb.),,Rosso,Base,6.0,1320.0,24 mese,,,999.0,,3.0,,"5,9 l/100 km (comb.)
6,5 l/100 km (urbano)
5,5 l/100 km (extraurbano)",,Degiorgi la tua auto,Jeep Renegade,IT,27058 Voghera - Pavia - Pv,12,19290,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-120cv-limited-winter-edition-uff-italia-benzina-rosso-3d2affd7-de8f-4d66-91a6-d8f1cf3631e9?cldtidx=9&cldtsrc=listPage,1.0 T3 120CV LIMITED WINTER EDITION UFF ITALIA,34950.0,15660.0,14410.0,1
2494,SUV/Fuoristrada/Pick-up,49311693-3bb3-454e-9a86-110396eab030,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Rosso,134 g CO2/km (comb.),,Rosso,Base,6.0,1320.0,24 mese,,,999.0,,3.0,,"5,9 l/100 km (comb.)
6,5 l/100 km (urbano)
5,5 l/100 km (extraurbano)",,Degiorgi la tua auto,Jeep Renegade,IT,27058 Voghera - Pavia - Pv,12,19290,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-120cv-limited-winter-edition-uff-italia-benzina-rosso-49311693-3bb3-454e-9a86-110396eab030?cldtidx=10&cldtsrc=listPage,1.0 T3 120CV LIMITED WINTER EDITION UFF ITALIA,34950.0,15660.0,14410.0,1
2495,SUV/Fuoristrada/Pick-up,34cb73b3-e4fa-496a-8423-cf9d9c9c92c7,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Grigio,124 g CO2/km (comb.),Stoffa,Granite Crystal,Metallizzato,6.0,1320.0,,,1.0,999.0,Euro 6d-TEMP,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Realcar Srl,Jeep Renegade,IT,25050 Provaglio D'Iseo - Brescia- Bs,12,22500,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-120cv-tetto-apribile-c-l-18-f-led-benzina-grigio-34cb73b3-e4fa-496a-8423-cf9d9c9c92c7?cldtidx=17&cldtsrc=listPage,1.0 T3 Limited 120CV TETTO APRIBILE+C.L 18+F.LED,34950.0,12450.0,11200.0,1
2496,SUV/Fuoristrada/Pick-up,48331e42-1875-4630-9efb-2e8ed8385c4b,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Nero,132 g CO2/km (comb.),"Stoffa, Nero",Nero,Metallizzato,6.0,1320.0,24 mese,,,999.0,Euro 6,3.0,,"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",,LÃ¢Â€Â™automobile di Chichierchia Italo Marco,Jeep Renegade,IT,10148 Torino - TO,2,18490,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-night-eagle-benzina-nero-48331e42-1875-4630-9efb-2e8ed8385c4b?cldtidx=19&cldtsrc=listPage,1.0 T3 Night Eagle,34950.0,16460.0,15210.0,1
2497,SUV/Fuoristrada/Pick-up,bdf45fe8-8ef4-42b6-8172-cdc5f2fd6249,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,132 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1320.0,24 mese,,,999.0,,3.0,SÃƒÂ¬,"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",,LÃ¢Â€Â™automobile di Chichierchia Italo Marco,Jeep Renegade,IT,10148 Torino - TO,2,15790,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-sport-benzina-bianco-bdf45fe8-8ef4-42b6-8172-cdc5f2fd6249?cldtidx=20&cldtsrc=listPage,1.0 T3 Sport,34950.0,19160.0,17910.0,1
2498,SUV/Fuoristrada/Pick-up,9ceff92a-e891-4366-97dd-c0c0aa21369f,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Automatico,anteriore,Bianco,140 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6.0,1320.0,SÃƒÂ¬,,,1332.0,Euro 6,4.0,,"6,2 l/100 km (comb.)
6,9 l/100 km (urbano)
5,6 l/100 km (extraurbano)",,Europa Auto Srl,Jeep Renegade,IT,20037 Paderno Dugnano - Milano - Mi,12,22590,https://www.autoscout24.it/annunci/jeep-renegade-1-3-t4-ddct-limited-led-benzina-bianco-9ceff92a-e891-4366-97dd-c0c0aa21369f?cldtidx=1&cldtsrc=listPage,1.3 T4 DDCT Limited + Led,34950.0,12360.0,11110.0,1
2499,SUV/Fuoristrada/Pick-up,caa3a103-0477-4274-b4e4-cad4a42d8982,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Automatico,anteriore,Nero,127 g CO2/km (comb.),"Stoffa, Nero",Carbon Black,Metallizzato,6.0,1320.0,24 mese,,1.0,1332.0,Euro 6d-TEMP,4.0,SÃƒÂ¬,"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,Autosaloneverga Srl,Jeep Renegade,IT,20821 Meda - Monza Brianza - Mb,12,23600,https://www.autoscout24.it/annunci/jeep-renegade-1-3-t4-ddct-limited-fari-led-navy-8-4-benzina-nero-caa3a103-0477-4274-b4e4-cad4a42d8982?cldtidx=6&cldtsrc=listPage,"1.3 T4 DDCT Limited+Fari Led+Navy 8.4""",34950.0,11350.0,10100.0,1
2500,SUV/Fuoristrada/Pick-up,1a9c7586-5db4-4a1b-aaa6-e2e1e9624f2c,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Automatico,,Nero,127 g CO2/km (comb.),"Stoffa, Nero",CARBON BLACK,Metallizzato,6.0,1320.0,24 mese,,1.0,1332.0,Euro 6d-TEMP,4.0,,"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,Auto Zago srl,Jeep Renegade,IT,22073 Fino Mornasco - Como - CO,12,23900,https://www.autoscout24.it/annunci/jeep-renegade-1-3-t4-ddct-limited-full-led-visibility-funct-pack-benzina-nero-1a9c7586-5db4-4a1b-aaa6-e2e1e9624f2c?cldtidx=9&cldtsrc=listPage,1.3 T4 DDCT Limited Full Led/Visibility-funct pack,34950.0,11050.0,9800.0,1
2501,SUV/Fuoristrada/Pick-up,58e9cf1e-c4ad-4529-b42a-ca1b293a79e7,Benzina,KM0,2020.0,Jeep,Renegade,,5.0,Manuale,anteriore,Nero,,,Carbon Black,Metallizzato,,,,,,999.0,,,,,,Campello Motors,Jeep Renegade,IT,30174 Mestre - Ve,2,19700,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-120cv-longitude-my20-benzina-nero-58e9cf1e-c4ad-4529-b42a-ca1b293a79e7?cldtidx=8&cldtsrc=listPage,1.0 T3 120cv Longitude MY20,34950.0,15250.0,14000.0,1
2502,SUV/Fuoristrada/Pick-up,2d1f1167-99f5-4926-aa15-7d268d32c022,Benzina,KM0,2020.0,Jeep,Renegade,,5.0,Manuale,anteriore,Bianco,,,Granite Crystal,Metallizzato,,,,,,999.0,,,,,,Campello Motors,Jeep Renegade,IT,30174 Mestre - Ve,2,21000,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-120cv-night-eagle-my20-benzina-bianco-2d1f1167-99f5-4926-aa15-7d268d32c022?cldtidx=10&cldtsrc=listPage,1.0 T3 120cv Night Eagle My20,34950.0,13950.0,12700.0,1
2503,SUV/Fuoristrada/Pick-up,c3d6b09e-534e-475c-bb3a-bb81da579754,Benzina,KM0,2020.0,Jeep,Renegade,,5.0,Manuale,anteriore,Bianco,,,Alpine White,Base,,,,,,1332.0,,,,,,Campello Motors,Jeep Renegade,IT,30174 Mestre - Ve,2,22400,https://www.autoscout24.it/annunci/jeep-renegade-1-3-t4-150cv-longitude-my20-benzina-bianco-c3d6b09e-534e-475c-bb3a-bb81da579754?cldtidx=11&cldtsrc=listPage,1.3 T4 150cv Longitude My20,34950.0,12550.0,11300.0,1
2504,SUV/Fuoristrada/Pick-up,68612574-aff5-4507-aa31-e0a562802755,Benzina,KM0,2020.0,Jeep,Renegade,,5.0,Manuale,anteriore,Nero,,,Carbon Black,Metallizzato,,,,,,999.0,,,,,,Campello Motors,Jeep Renegade,IT,30174 Mestre - Ve,2,23900,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-my20-benzina-nero-68612574-aff5-4507-aa31-e0a562802755?cldtidx=12&cldtsrc=listPage,1.0 T3 Limited MY20,34950.0,11050.0,9800.0,1
2505,SUV/Fuoristrada/Pick-up,46fc3853-925b-4d22-b5dc-80622f089ab5,Benzina,KM0,2020.0,Jeep,Renegade,,5.0,Manuale,anteriore,Bianco,,,Granite Crystal,Metallizzato,,,,,,1332.0,,,,,,Campello Motors,Jeep Renegade,IT,30174 Mestre - Ve,2,26800,https://www.autoscout24.it/annunci/jeep-renegade-1-3-t4-150cv-limited-my20-benzina-bianco-46fc3853-925b-4d22-b5dc-80622f089ab5?cldtidx=14&cldtsrc=listPage,1.3 T4 150cv Limited MY20,34950.0,8150.0,6900.0,1
2506,SUV/Fuoristrada/Pick-up,8e7bdaa7-76c6-4ac5-a281-39acbf226169,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Blu/Azzurro,132 g CO2/km (comb.),,Blu,Metallizzato,6.0,1320.0,24 mese,,,999.0,,3.0,,"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",,Degiorgi la tua auto,Jeep Renegade,IT,27058 Voghera - Pavia - Pv,31,17340,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-120cv-longitude-ufficiale-italia-my20-benzina-blu-azzurro-8e7bdaa7-76c6-4ac5-a281-39acbf226169?cldtidx=10&cldtsrc=listPage,1.0 T3 120CV LONGITUDE UFFICIALE ITALIA MY20,34950.0,17610.0,16360.0,1
2507,SUV/Fuoristrada/Pick-up,8e31de6b-7683-4d52-a7f4-8edfd747a55f,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,134 g CO2/km (comb.),,Bianco,Base,6.0,1320.0,24 mese,,,999.0,,3.0,,"5,9 l/100 km (comb.)
6,5 l/100 km (urbano)
5,5 l/100 km (extraurbano)",,Degiorgi la tua auto,Jeep Renegade,IT,27058 Voghera - Pavia - Pv,31,18880,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-120cv-limited-ufficiale-italia-my19-benzina-bianco-8e31de6b-7683-4d52-a7f4-8edfd747a55f?cldtidx=11&cldtsrc=listPage,1.0 T3 120CV LIMITED UFFICIALE ITALIA MY19,34950.0,16070.0,14820.0,1
2508,SUV/Fuoristrada/Pick-up,229776ca-820b-4e20-8d9a-4cb0a8ae0838,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Automatico,anteriore,Nero,127 g CO2/km (comb.),"Pelle parziale, Nero",Nero,Metallizzato,6.0,1320.0,SÃƒÂ¬,,,1332.0,Euro 6,4.0,,"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,Auto Drive M.G.M. Srl,Jeep Renegade,IT,22036 Erba - Como - Co,1,23700,https://www.autoscout24.it/annunci/jeep-renegade-1-3-t4-ddct-limited-benzina-nero-229776ca-820b-4e20-8d9a-4cb0a8ae0838?cldtidx=15&cldtsrc=listPage,1.3 T4 DDCT Limited,34950.0,11250.0,10000.0,1
2509,SUV/Fuoristrada/Pick-up,1e4bf155-64ec-4f57-85f6-344eca8a6fee,Benzina,KM0,2019.0,Jeep,Renegade,5.0,5.0,Automatico,anteriore,Rosso,127 g CO2/km (comb.),"Stoffa, Nero",Rosso,Metallizzato,6.0,1320.0,SÃƒÂ¬,,,1332.0,Euro 6,4.0,,"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",SÃƒÂ¬,Auto Drive M.G.M. Srl,Jeep Renegade,IT,22036 Erba - Como - Co,1,20600,https://www.autoscout24.it/annunci/jeep-renegade-1-3-t4-ddct-longitude-benzina-rosso-1e4bf155-64ec-4f57-85f6-344eca8a6fee?cldtidx=17&cldtsrc=listPage,1.3 T4 DDCT Longitude,34950.0,14350.0,13100.0,1
2510,SUV/Fuoristrada/Pick-up,67a35a7e-29ea-43d2-9679-540bc7269bfd,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Automatico,anteriore,Bianco,127 g CO2/km (comb.),"Stoffa, Nero",,,6.0,1320.0,,,1.0,1332.0,Euro 6d-TEMP,4.0,,"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,Tonni Automobili srl,Jeep Renegade,IT,25080 Mazzano - Brescia - Bs,1,22990,https://www.autoscout24.it/annunci/jeep-renegade-1-3-t4-ddct-limited-pack-led-benzina-bianco-67a35a7e-29ea-43d2-9679-540bc7269bfd?cldtidx=18&cldtsrc=listPage,1.3 T4 DDCT Limited Pack Led,34950.0,11960.0,10710.0,1
2511,SUV/Fuoristrada/Pick-up,39d46d51-33eb-486e-988f-765648cc0c34,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Nero,124 g CO2/km (comb.),,CARBON BLACK,,,,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,De Bona Motors Vicenza,Jeep Renegade,IT,36100 Vicenza,12,20450,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-night-eagle-fwd-benzina-nero-39d46d51-33eb-486e-988f-765648cc0c34?cldtidx=8&cldtsrc=listPage,1.0 t3 Night Eagle fwd,34950.0,14500.0,13250.0,1
2512,SUV/Fuoristrada/Pick-up,058393dd-4b4e-443a-b189-42421aedaa47,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Grigio,124 g CO2/km (comb.),"Stoffa, Nero",Grigio scuro,Metallizzato,6.0,1320.0,24 mese,,,999.0,Euro 6,3.0,SÃƒÂ¬,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Daniele Automobili,Jeep Renegade,IT,10156 Torino,12,18700,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-longitude-benzina-grigio-058393dd-4b4e-443a-b189-42421aedaa47?cldtidx=9&cldtsrc=listPage,1.0 T3 Longitude,34950.0,16250.0,15000.0,1
2513,SUV/Fuoristrada/Pick-up,e3a29823-14dc-44b6-b19f-911e5758f78e,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Grigio,124 g CO2/km (comb.),"Stoffa, Nero",DISPONIBILI VARI COLORI,Metallizzato,6.0,1320.0,24 mese,,1.0,999.0,Euro 6d-TEMP,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Audiello & Varallo Spa,Jeep Renegade,IT,10024 Moncalieri - Torino - To,12,22490,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-disp-vari-colori-km-zero-benzina-grigio-e3a29823-14dc-44b6-b19f-911e5758f78e?cldtidx=14&cldtsrc=listPage,1.0 T3 Limited DISP. VARI COLORI - KM ZERO,34950.0,12460.0,11210.0,1
2514,SUV/Fuoristrada/Pick-up,6aee851a-b5b1-4e7f-8d4c-238078ecd9da,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Argento,124 g CO2/km (comb.),"Stoffa, Nero",Argento,Metallizzato,6.0,,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Car Concessionaria Auto Ricambi Srl,Jeep Renegade,IT,40131 Bologna - BO,12,22900,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-benzina-argento-6aee851a-b5b1-4e7f-8d4c-238078ecd9da?cldtidx=1&cldtsrc=listPage,1.0 T3 Limited,34950.0,12050.0,10800.0,1
2515,SUV/Fuoristrada/Pick-up,262a7d39-f97e-4b81-a79a-56b8721d811b,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Grigio,135 g CO2/km (comb.),Stoffa,Grigio,,6.0,,,,,999.0,Euro 6,3.0,,"5,9 l/100 km (comb.)
7,5 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Jeep Renegade,IT,25030 Coccaglio - Brescia - Bs,12,17480,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-km0-prima-rata-2021-benzina-grigio-262a7d39-f97e-4b81-a79a-56b8721d811b?cldtidx=5&cldtsrc=listPage,"1.0 T3 Limited , KM0 - PRIMA RATA 2021!",34950.0,17470.0,16220.0,1
2516,SUV/Fuoristrada/Pick-up,d1cfe5a6-4807-44a2-a07d-771884c3bf7f,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Bianco,124 g CO2/km (comb.),Stoffa,Bianco,,6.0,,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Jeep Renegade,IT,25030 Coccaglio - Brescia - Bs,12,18780,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-km0-prima-rata-2021-benzina-bianco-d1cfe5a6-4807-44a2-a07d-771884c3bf7f?cldtidx=7&cldtsrc=listPage,"1.0 T3 Limited , KM0 - PRIMA RATA 2021!",34950.0,16170.0,14920.0,1
2517,SUV/Fuoristrada/Pick-up,a0027df7-d4d1-46f4-ad4b-59a2b8da97f1,Benzina,KM0,2020.0,Jeep,Renegade,5.0,5.0,Manuale,anteriore,Grigio,124 g CO2/km (comb.),Stoffa,Grigio,,6.0,,,,,999.0,Euro 6,3.0,,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Jeep Renegade,IT,25030 Coccaglio - Brescia - Bs,12,19680,https://www.autoscout24.it/annunci/jeep-renegade-1-0-t3-limited-km0-prima-rata-2021-benzina-grigio-a0027df7-d4d1-46f4-ad4b-59a2b8da97f1?cldtidx=20&cldtsrc=listPage,"1.0 T3 Limited , KM0 - PRIMA RATA 2021!",34950.0,15270.0,14020.0,1
